category_id_clean,canonical_family_clean,transaction_count,mapped_total,percentage
20.0,Transfers & Withdrawals,5,132,3.787878787878788
21.0,Transport,45,155,29.03225806451613
21.0,Other,21,155,13.548387096774196
21.0,Food & Groceries,18,155,11.612903225806452
21.0,Healthcare,14,155,9.032258064516128
21.0,Fuel,13,155,8.38709677419355
21.0,Shopping & Retail,13,155,8.38709677419355
21.0,Transfers & Withdrawals,13,155,8.38709677419355
21.0,Income,11,155,7.096774193548387
21.0,Utilities & Bills,7,155,4.516129032258064
22.0,Healthcare,20,91,21.978021978021978
22.0,Fuel,16,91,17.582417582417584
22.0,Income,14,91,15.384615384615385
22.0,Food & Groceries,12,91,13.186813186813188
22.0,Shopping & Retail,9,91,9.89010989010989
22.0,Transfers & Withdrawals,9,91,9.89010989010989
22.0,Utilities & Bills,6,91,6.593406593406594
22.0,Transport,5,91,5.4945054945054945
23.0,Healthcare,9,46,19.565217391304348
23.0,Fuel,8,46,17.391304347826086
23.0,Food & Groceries,6,46,13.043478260869565
23.0,Income,6,46,13.043478260869565
23.0,Transfers & Withdrawals,6,46,13.043478260869565
23.0,Utilities & Bills,5,46,10.869565217391305
23.0,Shopping & Retail,4,46,8.695652173913043
23.0,Transport,2,46,4.3478260869565215
24.0,Healthcare,18,72,25.0
24.0,Food & Groceries,14,72,19.444444444444446
24.0,Utilities & Bills,10,72,13.88888888888889
24.0,Fuel,8,72,11.11111111111111
24.0,Transport,7,72,9.722222222222223
24.0,Shopping & Retail,6,72,8.333333333333332
24.0,Income,5,72,6.944444444444445
24.0,Transfers & Withdrawals,4,72,5.555555555555555
25.0,Food & Groceries,19,71,26.76056338028169
25.0,Transport,16,71,22.535211267605636
25.0,Healthcare,9,71,12.676056338028168
25.0,Income,7,71,9.859154929577464
25.0,Utilities & Bills,6,71,8.450704225352112
25.0,Shopping & Retail,5,71,7.042253521126761
25.0,Transfers & Withdrawals,5,71,7.042253521126761
25.0,Fuel,4,71,5.633802816901409
26.0,Food & Groceries,17,47,36.17021276595745
26.0,Transport,16,47,34.04255319148936
26.0,Healthcare,5,47,10.638297872340425
26.0,Income,3,47,6.382978723404255
26.0,Utilities & Bills,3,47,6.382978723404255
26.0,Fuel,2,47,4.25531914893617
26.0,Transfers & Withdrawals,1,47,2.127659574468085
27.0,Food & Groceries,14,61,22.950819672131146
27.0,Fuel,10,61,16.39344262295082
27.0,Utilities & Bills,10,61,16.39344262295082
27.0,Transfers & Withdrawals,8,61,13.114754098360656
27.0,Transport,7,61,11.475409836065573
27.0,Healthcare,5,61,8.19672131147541
27.0,Shopping & Retail,5,61,8.19672131147541
27.0,Income,2,61,3.278688524590164
28.0,Healthcare,19,60,31.666666666666664
28.0,Transport,10,60,16.666666666666664
28.0,Food & Groceries,9,60,15.0
28.0,Shopping & Retail,7,60,11.666666666666666
28.0,Utilities & Bills,7,60,11.666666666666666
28.0,Income,5,60,8.333333333333332
28.0,Fuel,2,60,3.3333333333333335
28.0,Transfers & Withdrawals,1,60,1.6666666666666667
29.0,Transport,57,101,56.43564356435643
29.0,Healthcare,17,101,16.831683168316832
29.0,Food & Groceries,11,101,10.891089108910892
29.0,Income,6,101,5.9405940594059405
29.0,Utilities & Bills,6,101,5.9405940594059405
29.0,Shopping & Retail,2,101,1.9801980198019802
29.0,Fuel,1,101,0.9900990099009901
29.0,Transfers & Withdrawals,1,101,0.9900990099009901
30.0,Fuel,8,33,24.242424242424242
30.0,Healthcare,6,33,18.181818181818183
30.0,Food & Groceries,5,33,15.151515151515152
30.0,Income,4,33,12.121212121212121
30.0,Transport,3,33,9.090909090909092
30.0,Utilities & Bills,3,33,9.090909090909092
30.0,Shopping & Retail,2,33,6.0606060606060606
30.0,Transfers & Withdrawals,2,33,6.0606060606060606
31.0,Fuel,11,37,29.72972972972973
31.0,Food & Groceries,7,37,18.91891891891892
31.0,Income,5,37,13.513513513513514
31.0,Transport,5,37,13.513513513513514
31.0,Healthcare,3,37,8.108108108108109
31.0,Transfers & Withdrawals,3,37,8.108108108108109
31.0,Shopping & Retail,2,37,5.405405405405405
31.0,Utilities & Bills,1,37,2.7027027027027026
32.0,Income,11,38,28.947368421052634
32.0,Transfers & Withdrawals,10,38,26.31578947368421
32.0,Healthcare,6,38,15.789473684210526
32.0,Utilities & Bills,5,38,13.157894736842104
32.0,Food & Groceries,2,38,5.263157894736842
32.0,Transport,2,38,5.263157894736842
32.0,Fuel,1,38,2.631578947368421
32.0,Shopping & Retail,1,38,2.631578947368421
33.0,Fuel,27,47,57.446808510638306
33.0,Transport,6,47,12.76595744680851
33.0,Food & Groceries,4,47,8.51063829787234
33.0,Healthcare,4,47,8.51063829787234
33.0,Transfers & Withdrawals,3,47,6.382978723404255
33.0,Income,2,47,4.25531914893617
33.0,Utilities & Bills,1,47,2.127659574468085
34.0,Fuel,31,45,68.88888888888889
34.0,Transport,6,45,13.333333333333334
34.0,Healthcare,3,45,6.666666666666667
34.0,Income,2,45,4.444444444444445
34.0,Shopping & Retail,2,45,4.444444444444445
34.0,Utilities & Bills,1,45,2.2222222222222223
35.0,Food & Groceries,7,22,31.818181818181817
35.0,Income,4,22,18.181818181818183
35.0,Fuel,3,22,13.636363636363635
35.0,Shopping & Retail,3,22,13.636363636363635
35.0,Utilities & Bills,2,22,9.090909090909092
35.0,Healthcare,1,22,4.545454545454546
35.0,Transfers & Withdrawals,1,22,4.545454545454546
35.0,Transport,1,22,4.545454545454546
36.0,Fuel,5,16,31.25
36.0,Shopping & Retail,3,16,18.75
36.0,Healthcare,2,16,12.5
36.0,Transfers & Withdrawals,2,16,12.5
36.0,Transport,2,16,12.5
36.0,Food & Groceries,1,16,6.25
36.0,Utilities & Bills,1,16,6.25
37.0,Food & Groceries,7,19,36.84210526315789
37.0,Transport,5,19,26.31578947368421
37.0,Fuel,2,19,10.526315789473683
37.0,Income,2,19,10.526315789473683
37.0,Shopping & Retail,2,19,10.526315789473683
37.0,Healthcare,1,19,5.263157894736842
38.0,Healthcare,5,17,29.411764705882355
38.0,Food & Groceries,3,17,17.647058823529413
38.0,Fuel,3,17,17.647058823529413
38.0,Income,2,17,11.76470588235294
38.0,Shopping & Retail,2,17,11.76470588235294
38.0,Transport,1,17,5.88235294117647
38.0,Utilities & Bills,1,17,5.88235294117647
39.0,Shopping & Retail,9,24,37.5
39.0,Utilities & Bills,5,24,20.833333333333336
39.0,Income,4,24,16.666666666666664
39.0,Fuel,3,24,12.5
39.0,Food & Groceries,1,24,4.166666666666666
39.0,Healthcare,1,24,4.166666666666666
39.0,Transfers & Withdrawals,1,24,4.166666666666666
40.0,Transfers & Withdrawals,4,15,26.666666666666668
40.0,Food & Groceries,3,15,20.0
40.0,Fuel,3,15,20.0
40.0,Healthcare,3,15,20.0
40.0,Transport,1,15,6.666666666666667
40.0,Utilities & Bills,1,15,6.666666666666667
41.0,Other,15,27,55.55555555555556
41.0,Income,4,27,14.814814814814813
41.0,Food & Groceries,2,27,7.4074074074074066
41.0,Fuel,2,27,7.4074074074074066
41.0,Transport,2,27,7.4074074074074066
41.0,Healthcare,1,27,3.7037037037037033
41.0,Utilities & Bills,1,27,3.7037037037037033
42.0,Food & Groceries,4,12,33.33333333333333
42.0,Fuel,2,12,16.666666666666664
42.0,Transport,2,12,16.666666666666664
42.0,Healthcare,1,12,8.333333333333332
42.0,Income,1,12,8.333333333333332
42.0,Shopping & Retail,1,12,8.333333333333332
42.0,Utilities & Bills,1,12,8.333333333333332
43.0,Transport,4,8,50.0
43.0,Income,2,8,25.0
43.0,Fuel,1,8,12.5
43.0,Transfers & Withdrawals,1,8,12.5
44.0,Fuel,11,23,47.82608695652174
44.0,Food & Groceries,4,23,17.391304347826086
44.0,Transfers & Withdrawals,4,23,17.391304347826086
44.0,Healthcare,1,23,4.3478260869565215
44.0,Shopping & Retail,1,23,4.3478260869565215
44.0,Transport,1,23,4.3478260869565215
44.0,Utilities & Bills,1,23,4.3478260869565215
45.0,Food & Groceries,4,9,44.44444444444444
45.0,Fuel,2,9,22.22222222222222
45.0,Income,1,9,11.11111111111111
45.0,Transfers & Withdrawals,1,9,11.11111111111111
45.0,Transport,1,9,11.11111111111111
46.0,Utilities & Bills,5,10,50.0
46.0,Fuel,2,10,20.0
46.0,Food & Groceries,1,10,10.0
46.0,Shopping & Retail,1,10,10.0
46.0,Transport,1,10,10.0
47.0,Food & Groceries,3,7,42.857142857142854
47.0,Healthcare,2,7,28.57142857142857
47.0,Transport,1,7,14.285714285714285
47.0,Utilities & Bills,1,7,14.285714285714285
48.0,Utilities & Bills,4,16,25.0
48.0,Food & Groceries,3,16,18.75
48.0,Transport,3,16,18.75
48.0,Healthcare,2,16,12.5
48.0,Transfers & Withdrawals,2,16,12.5
48.0,Fuel,1,16,6.25
48.0,Income,1,16,6.25
49.0,Healthcare,2,10,20.0
49.0,Income,2,10,20.0
49.0,Transfers & Withdrawals,2,10,20.0
49.0,Utilities & Bills,2,10,20.0
49.0,Fuel,1,10,10.0
49.0,Transport,1,10,10.0
50.0,Utilities & Bills,6,19,31.57894736842105
50.0,Food & Groceries,4,19,21.052631578947366
50.0,Fuel,3,19,15.789473684210526
50.0,Transport,3,19,15.789473684210526
50.0,Healthcare,2,19,10.526315789473683
50.0,Shopping & Retail,1,19,5.263157894736842
51.0,Transport,6,18,33.33333333333333
51.0,Healthcare,4,18,22.22222222222222
51.0,Food & Groceries,3,18,16.666666666666664
51.0,Fuel,3,18,16.666666666666664
51.0,Shopping & Retail,1,18,5.555555555555555
51.0,Utilities & Bills,1,18,5.555555555555555
52.0,Transport,8,18,44.44444444444444
52.0,Fuel,5,18,27.77777777777778
52.0,Healthcare,2,18,11.11111111111111
52.0,Income,2,18,11.11111111111111
52.0,Utilities & Bills,1,18,5.555555555555555
53.0,Food & Groceries,1,4,25.0
53.0,Fuel,1,4,25.0
53.0,Transport,1,4,25.0
53.0,Utilities & Bills,1,4,25.0
54.0,Fuel,11,20,55.00000000000001
54.0,Food & Groceries,6,20,30.0
54.0,Transport,2,20,10.0
54.0,Shopping & Retail,1,20,5.0
55.0,Healthcare,3,6,50.0
55.0,Food & Groceries,2,6,33.33333333333333
55.0,Shopping & Retail,1,6,16.666666666666664
56.0,Fuel,3,4,75.0
56.0,Food & Groceries,1,4,25.0
57.0,Healthcare,3,7,42.857142857142854
57.0,Shopping & Retail,3,7,42.857142857142854
57.0,Food & Groceries,1,7,14.285714285714285
58.0,Healthcare,2,10,20.0
58.0,Income,2,10,20.0
58.0,Shopping & Retail,2,10,20.0
58.0,Utilities & Bills,2,10,20.0
58.0,Food & Groceries,1,10,10.0
58.0,Fuel,1,10,10.0
59.0,Shopping & Retail,1,1,100.0
60.0,Fuel,5,10,50.0
60.0,Healthcare,3,10,30.0
60.0,Food & Groceries,2,10,20.0
61.0,Transport,17,31,54.83870967741935
61.0,Fuel,4,31,12.903225806451612
61.0,Income,4,31,12.903225806451612
61.0,Transfers & Withdrawals,4,31,12.903225806451612
61.0,Food & Groceries,2,31,6.451612903225806
62.0,Fuel,3,7,42.857142857142854
62.0,Healthcare,2,7,28.57142857142857
62.0,Food & Groceries,1,7,14.285714285714285
62.0,Income,1,7,14.285714285714285
63.0,Transport,3,6,50.0
63.0,Food & Groceries,2,6,33.33333333333333
63.0,Shopping & Retail,1,6,16.666666666666664
64.0,Income,3,5,60.0
64.0,Healthcare,2,5,40.0
65.0,Food & Groceries,4,5,80.0
65.0,Utilities & Bills,1,5,20.0
66.0,Transport,8,11,72.72727272727273
66.0,Utilities & Bills,2,11,18.181818181818183
66.0,Fuel,1,11,9.090909090909092
67.0,Healthcare,3,12,25.0
67.0,Food & Groceries,2,12,16.666666666666664
67.0,Fuel,2,12,16.666666666666664
67.0,Transport,2,12,16.666666666666664
67.0,Income,1,12,8.333333333333332
67.0,Shopping & Retail,1,12,8.333333333333332
67.0,Utilities & Bills,1,12,8.333333333333332
68.0,Fuel,5,5,100.0
69.0,Healthcare,1,2,50.0
69.0,Shopping & Retail,1,2,50.0
70.0,Food & Groceries,1,1,100.0
71.0,Utilities & Bills,3,7,42.857142857142854
71.0,Fuel,2,7,28.57142857142857
71.0,Food & Groceries,1,7,14.285714285714285
71.0,Healthcare,1,7,14.285714285714285
72.0,Transport,7,9,77.77777777777779
72.0,Healthcare,1,9,11.11111111111111
72.0,Transfers & Withdrawals,1,9,11.11111111111111
73.0,Fuel,1,2,50.0
73.0,Shopping & Retail,1,2,50.0
74.0,Fuel,1,1,100.0
75.0,Shopping & Retail,2,3,66.66666666666666
75.0,Income,1,3,33.33333333333333
78.0,Other,4,8,50.0
78.0,Food & Groceries,2,8,25.0
78.0,Healthcare,1,8,12.5
78.0,Income,1,8,12.5
79.0,Fuel,2,4,50.0
79.0,Healthcare,1,4,25.0
79.0,Income,1,4,25.0
80.0,Food & Groceries,1,3,33.33333333333333
80.0,Healthcare,1,3,33.33333333333333
80.0,Shopping & Retail,1,3,33.33333333333333
81.0,Food & Groceries,2,4,50.0
81.0,Healthcare,1,4,25.0
81.0,Shopping & Retail,1,4,25.0
82.0,Transfers & Withdrawals,5,11,45.45454545454545
82.0,Food & Groceries,3,11,27.27272727272727
82.0,Fuel,2,11,18.181818181818183
82.0,Healthcare,1,11,9.090909090909092
83.0,Other,6,13,46.15384615384615
83.0,Food & Groceries,2,13,15.384615384615385
83.0,Shopping & Retail,2,13,15.384615384615385
83.0,Fuel,1,13,7.6923076923076925
83.0,Transfers & Withdrawals,1,13,7.6923076923076925
83.0,Transport,1,13,7.6923076923076925
84.0,Food & Groceries,5,6,83.33333333333334
84.0,Shopping & Retail,1,6,16.666666666666664
85.0,Income,2,5,40.0
85.0,Food & Groceries,1,5,20.0
85.0,Transfers & Withdrawals,1,5,20.0
85.0,Utilities & Bills,1,5,20.0
86.0,Utilities & Bills,1,1,100.0
87.0,Healthcare,1,1,100.0
88.0,Fuel,4,5,80.0
88.0,Income,1,5,20.0
90.0,Food & Groceries,1,1,100.0
92.0,Other,1,2,50.0
92.0,Utilities & Bills,1,2,50.0
93.0,Healthcare,2,2,100.0
95.0,Transfers & Withdrawals,1,1,100.0
96.0,Fuel,1,2,50.0
96.0,Healthcare,1,2,50.0
97.0,Fuel,3,3,100.0
98.0,Fuel,1,1,100.0
101.0,Food & Groceries,1,2,50.0
101.0,Healthcare,1,2,50.0
102.0,Income,1,1,100.0
103.0,Food & Groceries,1,1,100.0
104.0,Healthcare,1,1,100.0
105.0,Transport,1,1,100.0
106.0,Transport,14,16,87.5
106.0,Shopping & Retail,2,16,12.5
107.0,Income,3,3,100.0
108.0,Transport,1,1,100.0
109.0,Healthcare,1,1,100.0
115.0,Income,1,1,100.0
117.0,Healthcare,1,1,100.0
134.0,Utilities & Bills,1,1,100.0
138.0,Utilities & Bills,1,1,100.0
142.0,Income,2,2,100.0
151.0,Transport,1,1,100.0
152.0,Income,1,1,100.0
500.0,Income,239,248,96.37096774193549
500.0,Transfers & Withdrawals,7,248,2.82258064516129
500.0,Healthcare,1,248,0.4032258064516129
500.0,Utilities & Bills,1,248,0.4032258064516129
501.0,Income,68,89,76.40449438202246
501.0,Transfers & Withdrawals,9,89,10.112359550561797
501.0,Food & Groceries,5,89,5.617977528089887
501.0,Transport,5,89,5.617977528089887
501.0,Healthcare,2,89,2.247191011235955
502.0,Income,4,5,80.0
502.0,Transfers & Withdrawals,1,5,20.0
503.0,Transfers & Withdrawals,1,1,100.0
505.0,Healthcare,8,14,57.14285714285714
505.0,Transfers & Withdrawals,3,14,21.428571428571427
505.0,Food & Groceries,1,14,7.142857142857142
505.0,Fuel,1,14,7.142857142857142
505.0,Utilities & Bills,1,14,7.142857142857142
506.0,Food & Groceries,2,4,50.0
506.0,Income,1,4,25.0
506.0,Utilities & Bills,1,4,25.0
507.0,Transport,6,11,54.54545454545454
507.0,Fuel,2,11,18.181818181818183
507.0,Healthcare,1,11,9.090909090909092
507.0,Income,1,11,9.090909090909092
507.0,Transfers & Withdrawals,1,11,9.090909090909092
508.0,Transport,2,4,50.0
508.0,Food & Groceries,1,4,25.0
508.0,Fuel,1,4,25.0
509.0,Food & Groceries,2,6,33.33333333333333
509.0,Income,2,6,33.33333333333333
509.0,Healthcare,1,6,16.666666666666664
509.0,Transfers & Withdrawals,1,6,16.666666666666664
511.0,Fuel,3,6,50.0
511.0,Food & Groceries,1,6,16.666666666666664
511.0,Shopping & Retail,1,6,16.666666666666664
511.0,Utilities & Bills,1,6,16.666666666666664
513.0,Transfers & Withdrawals,7,25,28.000000000000004
513.0,Income,4,25,16.0
513.0,Shopping & Retail,4,25,16.0
513.0,Utilities & Bills,4,25,16.0
513.0,Food & Groceries,2,25,8.0
513.0,Healthcare,2,25,8.0
513.0,Fuel,1,25,4.0
513.0,Transport,1,25,4.0
514.0,Transfers & Withdrawals,28,55,50.90909090909091
514.0,Income,11,55,20.0
514.0,Healthcare,4,55,7.2727272727272725
514.0,Shopping & Retail,4,55,7.2727272727272725
514.0,Food & Groceries,3,55,5.454545454545454
514.0,Utilities & Bills,3,55,5.454545454545454
514.0,Fuel,2,55,3.6363636363636362
515.0,Shopping & Retail,1,1,100.0
600.0,Food & Groceries,68,283,24.02826855123675
600.0,Transfers & Withdrawals,49,283,17.314487632508836
600.0,Shopping & Retail,47,283,16.607773851590103
600.0,Healthcare,45,283,15.901060070671377
600.0,Fuel,41,283,14.487632508833922
600.0,Transport,23,283,8.12720848056537
600.0,Income,7,283,2.4734982332155475
600.0,Utilities & Bills,3,283,1.0600706713780919
601.0,Food & Groceries,697,759,91.83135704874836
601.0,Shopping & Retail,21,759,2.766798418972332
601.0,Healthcare,18,759,2.371541501976284
601.0,Transport,12,759,1.5810276679841897
601.0,Fuel,5,759,0.6587615283267457
601.0,Transfers & Withdrawals,3,759,0.3952569169960474
601.0,Income,2,759,0.2635046113306983
601.0,Other,1,759,0.13175230566534915
602.0,Transport,144,232,62.06896551724138
602.0,Fuel,76,232,32.758620689655174
602.0,Shopping & Retail,6,232,2.586206896551724
602.0,Food & Groceries,2,232,0.8620689655172413
602.0,Income,2,232,0.8620689655172413
602.0,Healthcare,1,232,0.43103448275862066
602.0,Transfers & Withdrawals,1,232,0.43103448275862066
603.0,Food & Groceries,184,333,55.25525525525525
603.0,Other,85,333,25.525525525525527
603.0,Shopping & Retail,45,333,13.513513513513514
603.0,Healthcare,7,333,2.1021021021021022
603.0,Fuel,6,333,1.8018018018018018
603.0,Income,2,333,0.6006006006006006
603.0,Transport,2,333,0.6006006006006006
603.0,Transfers & Withdrawals,1,333,0.3003003003003003
603.0,Utilities & Bills,1,333,0.3003003003003003
604.0,Transport,23,39,58.97435897435898
604.0,Fuel,8,39,20.51282051282051
604.0,Food & Groceries,7,39,17.94871794871795
604.0,Transfers & Withdrawals,1,39,2.564102564102564
605.0,Food & Groceries,17,26,65.38461538461539
605.0,Shopping & Retail,4,26,15.384615384615385
605.0,Transport,3,26,11.538461538461538
605.0,Transfers & Withdrawals,1,26,3.8461538461538463
605.0,Utilities & Bills,1,26,3.8461538461538463
606.0,Fuel,448,464,96.55172413793103
606.0,Healthcare,6,464,1.293103448275862
606.0,Shopping & Retail,3,464,0.646551724137931
606.0,Food & Groceries,2,464,0.43103448275862066
606.0,Income,2,464,0.43103448275862066
606.0,Transport,2,464,0.43103448275862066
606.0,Utilities & Bills,1,464,0.21551724137931033
607.0,Utilities & Bills,268,298,89.93288590604027
607.0,Income,13,298,4.3624161073825505
607.0,Shopping & Retail,7,298,2.348993288590604
607.0,Transfers & Withdrawals,5,298,1.6778523489932886
607.0,Transport,3,298,1.006711409395973
607.0,Food & Groceries,1,298,0.33557046979865773
607.0,Fuel,1,298,0.33557046979865773
608.0,Healthcare,253,256,98.828125
608.0,Fuel,1,256,0.390625
608.0,Transfers & Withdrawals,1,256,0.390625
608.0,Transport,1,256,0.390625
609.0,Shopping & Retail,70,75,93.33333333333333
609.0,Food & Groceries,5,75,6.666666666666667
610.0,Shopping & Retail,4,11,36.36363636363637
610.0,Income,3,11,27.27272727272727
610.0,Transfers & Withdrawals,2,11,18.181818181818183
610.0,Fuel,1,11,9.090909090909092
610.0,Healthcare,1,11,9.090909090909092
611.0,Income,40,58,68.96551724137932
611.0,Transfers & Withdrawals,6,58,10.344827586206897
611.0,Food & Groceries,4,58,6.896551724137931
611.0,Shopping & Retail,3,58,5.172413793103448
611.0,Healthcare,2,58,3.4482758620689653
611.0,Utilities & Bills,2,58,3.4482758620689653
611.0,Fuel,1,58,1.7241379310344827
612.0,Shopping & Retail,18,66,27.27272727272727
612.0,Utilities & Bills,13,66,19.696969696969695
612.0,Food & Groceries,10,66,15.151515151515152
612.0,Healthcare,10,66,15.151515151515152
612.0,Income,8,66,12.121212121212121
612.0,Transfers & Withdrawals,5,66,7.575757575757576
612.0,Fuel,1,66,1.5151515151515151
612.0,Transport,1,66,1.5151515151515151
613.0,Transfers & Withdrawals,1,2,50.0
613.0,Utilities & Bills,1,2,50.0
614.0,Transfers & Withdrawals,9,20,45.0
614.0,Income,3,20,15.0
614.0,Utilities & Bills,3,20,15.0
614.0,Food & Groceries,2,20,10.0
614.0,Healthcare,1,20,5.0
614.0,Shopping & Retail,1,20,5.0
614.0,Transport,1,20,5.0
